gloss,split,video_id
1927,Colors,train,007_009_005
1928,Breakfast,train,031_009_002
1929,Women,train,009_009_001
1930,Women,train,009_006_002
1931,Water,train,022_003_003
1932,Born,train,015_005_003
1933,Give,train,063_007_004
1934,Urugauy,train,025_006_005
1935,Milk,train,021_007_002
1936,Perfume,train,041_008_005
1938,Drawer,train,014_009_002
1939,Realize,train,062_006_001
1940,Enemy,train,010_006_001
1941,Help,train,056_003_005
1942,Shut down,train,052_008_002
1943,Learn,train,016_010_004
1944,Candy,train,046_008_002
1945,Country,train,026_006_001
1946,Milk,train,021_006_005
1947,Bright,train,005_002_001
1948,Birthday,train,030_009_003
1949,Realize,train,062_006_003
1950,Colors,train,007_004_003
1951,Enemy,train,010_001_002
1952,Last name,train,027_001_002
1953,Map,train,034_002_002
1954,Red,train,002_010_002
1955,Photo,train,032_010_002
1956,Chewing-gum,train,047_002_001
1957,Country,train,026_003_005
1958,Where,train,028_007_001
1959,Yellow,train,004_005_005
1960,Trap,train,043_006_005
1961,Catch,train,055_001_003
1962,Barbecue,train,045_008_004
1963,Last name,train,027_004_001
1964,Help,train,056_010_001
1965,Enemy,train,010_009_003
1966,Son,train,011_002_005
1967,Accept,train,050_008_003
1968,Find,train,064_008_002
1969,Chewing-gum,train,047_008_005
1970,Red2,train,008_008_003
1971,Yogurt,train,049_001_005
1972,Bitter,train,019_005_001
1973,Rice,train,044_001_005
1974,Born,train,015_009_005
1975,Light-blue,train,006_008_004
1976,Accept,train,050_002_004
1977,Bitter,train,019_008_002
1978,Away,train,013_001_005
1979,Run,train,061_010_005
1980,Born,train,015_006_002
1981,Red2,train,008_004_005
1982,Call,train,017_008_003
1983,Hungry,train,033_006_004
1984,Candy,train,046_004_002
1985,Appear,train,053_009_004
1986,Photo,train,032_007_005
1987,Enemy,train,010_007_005
1988,Candy,train,046_002_004
1989,Son,train,011_010_004
1990,Birthday,train,030_006_001
1991,Argentina,train,024_001_002
1992,Realize,train,062_004_001
1993,Ship,train,037_002_001
1994,Photo,train,032_002_002
1995,Chewing-gum,train,047_003_003
1996,Bitter,train,019_002_004
1997,Candy,train,046_007_003
1998,Run,train,061_007_005
1999,Deaf,train,042_008_005
2000,Barbecue,train,045_001_001
2001,Rice,train,044_008_003
2002,Water,train,022_005_004
2003,Barbecue,train,045_010_001
2004,Born,train,015_006_004
2005,Map,train,034_001_002
2006,Shut down,train,052_007_003
2007,Copy,train,060_009_003
2008,Skimmer,train,018_006_005
2009,Spaghetti,train,048_003_003
2010,Deaf,train,042_010_004
2011,Patience,train,040_002_004
2012,Bright,train,005_009_005
2013,Trap,train,043_010_003
2014,Yogurt,train,049_007_001
2015,Give,train,063_007_001
2016,Colors,train,007_004_002
2017,Man,train,012_003_002
2018,Sweet milk,train,020_010_005
2019,Breakfast,train,031_009_004
2020,Red2,train,008_006_002
2021,Perfume,train,041_006_001
2022,Bright,train,005_001_004
2023,Born,train,015_006_005
2024,Away,train,013_004_002
2025,Colors,train,007_008_004
2026,Accept,train,050_002_002
2027,Catch,train,055_010_005
2028,Call,train,017_005_002
2029,Catch,train,055_004_002
2030,Red2,train,008_010_004
2031,Colors,train,007_004_004
2032,Accept,train,050_009_003
2033,Bitter,train,019_005_003
2034,Map,train,034_004_005
2036,Drawer,train,014_003_004
2037,Birthday,train,030_009_002
2038,Realize,train,062_002_002
2039,Photo,train,032_009_004
2040,Opaque,train,001_006_002
2041,Coin,train,035_004_002
2042,Call,train,017_004_004
2043,Perfume,train,041_001_004
2044,Mock,train,029_003_001
2045,Skimmer,train,018_007_001
2046,Buy,train,059_004_003
2047,Coin,train,035_004_004
2048,Where,train,028_006_005
2049,Music,train,036_007_001
2050,Bathe,train,058_003_003
2051,Copy,train,060_005_005
2052,Hungry,train,033_008_004
2053,Patience,train,040_004_005
2054,Shut down,train,052_003_001
2055,Milk,train,021_005_005
2056,Water,train,022_007_003
2057,Deaf,train,042_003_002
2058,Buy,train,059_002_005
2059,Opaque,train,001_006_005
2060,Away,train,013_003_001
2061,Drawer,train,014_005_004
2062,Music,train,036_001_003
2063,Chewing-gum,train,047_003_005
2064,Colors,train,007_007_002
2065,Yellow,train,004_007_003
2066,Sweet milk,train,020_007_001
2067,Opaque,train,001_009_002
2068,Patience,train,040_004_002
2069,Buy,train,059_001_003
2070,Red2,train,008_009_004
2071,Catch,train,055_001_005
2072,Patience,train,040_008_004
2073,Map,train,034_006_003
2074,Realize,train,062_010_004
2075,Mock,train,029_004_004
2076,Find,train,064_002_003
2077,Learn,train,016_008_004
2078,Breakfast,train,031_006_001
2079,Born,train,015_008_005
2080,Rice,train,044_002_004
2081,Patience,train,040_007_001
2082,Food,train,023_006_001
2083,Where,train,028_007_005
2084,Candy,train,046_010_004
2085,Trap,train,043_004_004
2086,Red,train,002_001_004
2087,Yogurt,train,049_001_003
2088,Run,train,061_009_001
2089,Food,train,023_005_005
2090,Deaf,train,042_002_003
2091,Urugauy,train,025_007_004
2092,Food,train,023_004_002
2093,To land,train,054_010_004
2094,Bathe,train,058_009_004
2095,Born,train,015_010_003
2096,Milk,train,021_010_005
2097,Water,train,022_007_002
2098,Find,train,064_007_004
2099,Colors,train,007_005_004
2100,Rice,train,044_007_001
2101,Bitter,train,019_003_004
2102,Colors,train,007_009_003
2103,Barbecue,train,045_001_003
2104,Learn,train,016_004_001
2105,Women,train,009_005_001
2106,Rice,train,044_006_005
2107,Skimmer,train,018_010_003
2108,Learn,train,016_006_001
2109,Urugauy,train,025_007_003
2110,Find,train,064_001_005
2111,Music,train,036_009_003
2112,Urugauy,train,025_002_005
2113,Bright,train,005_003_001
2114,Help,train,056_002_005
2115,Man,train,012_003_003
2116,Bitter,train,019_008_004
2117,Milk,train,021_004_004
2118,Shut down,train,052_004_003
2119,Light-blue,train,006_009_001
2120,Deaf,train,042_006_002
2121,Yellow,train,004_001_002
2122,Argentina,train,024_004_004
2123,Dance,train,057_010_005
2124,Buy,train,059_002_004
2125,Deaf,train,042_003_001
2126,Dance,train,057_006_002
2127,Bright,train,005_007_004
2128,Opaque,train,001_010_004
2129,Yogurt,train,049_009_004
2130,Milk,train,021_007_004
2131,Country,train,026_010_002
2132,Catch,train,055_005_004
2133,Appear,train,053_005_002
2134,Call,train,017_002_005
2135,Green,train,003_010_002
2136,Yellow,train,004_009_002
2137,Thanks,train,051_006_005
2138,Mock,train,029_006_004
2139,Milk,train,021_003_004
2140,Women,train,009_002_002
2141,Learn,train,016_005_001
2142,Water,train,022_002_002
2143,Enemy,train,010_003_003
2144,Perfume,train,041_008_004
2145,Away,train,013_002_003
2146,Mock,train,029_009_003
2147,Call,train,017_005_003
2148,Mock,train,029_002_004
2149,Buy,train,059_004_001
2150,Name,train,039_001_002
2151,Light-blue,train,006_004_004
2152,Coin,train,035_002_002
2153,Give,train,063_005_005
2154,Map,train,034_006_004
2155,Bathe,train,058_001_002
2156,Accept,train,050_004_001
2157,Yogurt,train,049_010_003
2158,Milk,train,021_008_005
2159,Sweet milk,train,020_001_005
2160,Red2,train,008_006_004
2161,Learn,train,016_008_003
2162,Shut down,train,052_003_003
2163,Yogurt,train,049_009_001
2164,Last name,train,027_007_003
2165,Photo,train,032_004_005
2166,Perfume,train,041_003_003
2167,Perfume,train,041_002_003
2168,Green,train,003_004_002
2169,Buy,train,059_007_002
2170,Away,train,013_009_005
2171,Birthday,train,030_002_001
2172,Spaghetti,train,048_004_002
2173,Give,train,063_003_002
2174,Chewing-gum,train,047_005_005
2175,Name,train,039_005_004
2176,Run,train,061_006_003
2177,Map,train,034_005_004
2178,Photo,train,032_008_001
2179,Bitter,train,019_002_001
2180,Mock,train,029_002_001
2181,Shut down,train,052_005_005
2182,Mock,train,029_004_003
2183,Food,train,023_005_001
2184,Argentina,train,024_009_003
2185,Give,train,063_009_001
2186,Last name,train,027_007_002
2187,Copy,train,060_004_005
2188,Shut down,train,052_010_004
2189,Dance,train,057_003_002
2190,Barbecue,train,045_007_002
2191,Bright,train,005_008_001
2193,Bathe,train,058_002_004
2194,Women,train,009_009_004
2195,Appear,train,053_004_001
2196,Breakfast,train,031_002_003
2197,Country,train,026_001_003
2198,Last name,train,027_001_003
2199,Green,train,003_005_005
2200,Away,train,013_008_001
2201,Patience,train,040_010_002
2202,Bathe,train,058_008_004
2203,Copy,train,060_007_001
2204,Copy,train,060_003_005
2205,Country,train,026_006_004
2206,Milk,train,021_005_001
2207,Breakfast,train,031_001_005
2208,Trap,train,043_001_001
2209,To land,train,054_003_005
2210,Son,train,011_010_003
2211,Music,train,036_003_005
2212,Born,train,015_001_005
2213,Opaque,train,001_005_003
2214,Help,train,056_008_005
2215,Copy,train,060_003_003
2217,To land,train,054_002_001
2219,Bright,train,005_002_005
2220,Red2,train,008_009_003
2221,Son,train,011_004_002
2222,Realize,train,062_005_004
2223,Red,train,002_002_001
2224,Yogurt,train,049_006_002
2225,Give,train,063_004_004
2226,Run,train,061_003_004
2227,Ship,train,037_003_004
2228,Barbecue,train,045_009_005
2229,Red2,train,008_005_001
2230,Barbecue,train,045_010_003
2231,Man,train,012_004_002
2232,Yellow,train,004_010_005
2233,Hungry,train,033_003_003
2234,Chewing-gum,train,047_006_002
2235,Argentina,train,024_007_003
2236,Bright,train,005_004_004
2237,Born,train,015_001_003
2238,Last name,train,027_003_003
2239,Yogurt,train,049_009_002
2240,Light-blue,train,006_003_005
2241,Spaghetti,train,048_009_003
2242,Run,train,061_007_002
2243,Red,train,002_006_004
2244,Son,train,011_006_001
2245,Buy,train,059_006_001
2246,Water,train,022_004_002
2247,Born,train,015_003_004
2248,Enemy,train,010_003_002
2249,Deaf,train,042_006_003
2250,Born,train,015_007_001
2251,Son,train,011_006_002
2252,Man,train,012_006_004
2253,Barbecue,train,045_007_003
2254,Thanks,train,051_002_004
2255,Accept,train,050_010_003
2256,Where,train,028_002_003
2257,Photo,train,032_001_004
2258,Trap,train,043_007_001
2259,Born,train,015_009_002
2260,Accept,train,050_005_003
2261,Patience,train,040_007_002
2262,Red,train,002_005_003
2263,Water,train,022_002_004
2264,Coin,train,035_003_003
2266,Drawer,train,014_001_003
2267,Skimmer,train,018_008_004
2268,Catch,train,055_010_002
2269,Green,train,003_008_004
2270,Perfume,train,041_001_002
2271,Accept,train,050_004_002
2272,Trap,train,043_001_002
2273,Enemy,train,010_003_001
2274,Deaf,train,042_005_005
2275,Away,train,013_001_001
2276,Son,train,011_008_002
2278,Bitter,train,019_004_002
2279,Help,train,056_003_001
2280,Skimmer,train,018_004_003
2281,Colors,train,007_005_005
2282,Birthday,train,030_009_001
2283,Barbecue,train,045_007_001
2284,Red2,train,008_003_002
2285,Birthday,train,030_010_005
2286,Food,train,023_008_004
2287,Spaghetti,train,048_006_004
2288,Colors,train,007_002_002
2289,Name,train,039_004_004
2290,Deaf,train,042_009_002
2291,Yellow,train,004_009_004
2292,Deaf,train,042_007_005
2293,Women,train,009_009_003
2294,Opaque,train,001_002_003
2295,Where,train,028_007_002
2296,Accept,train,050_010_001
2297,Enemy,train,010_010_002
2298,Breakfast,train,031_003_002
2299,Yogurt,train,049_008_003
2300,Drawer,train,014_009_005
2301,Realize,train,062_001_001
2302,Away,train,013_001_004
2303,Help,train,056_006_003
2304,Enemy,train,010_008_002
2305,Water,train,022_009_001
2306,Red,train,002_006_003
2307,Red,train,002_010_003
2308,Last name,train,027_006_001
2309,Deaf,train,042_003_003
2310,Chewing-gum,train,047_008_001
2311,Colors,train,007_008_005
2312,Mock,train,029_003_005
2313,Red,train,002_007_001
2314,Breakfast,train,031_010_002
2315,Urugauy,train,025_001_005
2316,Breakfast,train,031_006_002
2317,Map,train,034_009_004
2318,Argentina,train,024_003_003
2319,Rice,train,044_003_004
2321,Drawer,train,014_002_001
2322,Food,train,023_008_005
2323,Women,train,009_006_001
2324,Food,train,023_010_001
2325,Catch,train,055_003_001
2326,Bright,train,005_010_004
2327,Red,train,002_007_003
2328,Light-blue,train,006_010_005
2329,Chewing-gum,train,047_003_002
2330,Realize,train,062_003_001
2331,Green,train,003_005_003
2332,Bitter,train,019_010_001
2333,Catch,train,055_006_005
2334,Drawer,train,014_002_005
2335,Ship,train,037_008_002
2336,Thanks,train,051_006_004
2337,Chewing-gum,train,047_007_004
2338,Yellow,train,004_007_004
2339,Copy,train,060_002_005
2340,Urugauy,train,025_007_001
2341,Breakfast,train,031_001_004
2342,Music,train,036_005_005
2343,Learn,train,016_006_004
2344,Give,train,063_008_004
2345,Coin,train,035_010_004
2346,Yellow,train,004_010_001
2347,Born,train,015_004_001
2348,Bathe,train,058_006_004
2349,Argentina,train,024_010_003
2350,Learn,train,016_006_005
2351,Chewing-gum,train,047_009_002
2352,Help,train,056_007_001
2353,Red,train,002_010_005
2354,Away,train,013_006_005
2355,Trap,train,043_006_003
2356,Give,train,063_006_003
2357,Born,train,015_003_001
2358,Argentina,train,024_001_003
2359,Catch,train,055_002_005
2360,Spaghetti,train,048_003_001
2361,Call,train,017_004_001
2362,Spaghetti,train,048_005_002
2363,Skimmer,train,018_003_005
2364,Skimmer,train,018_006_002
2365,Light-blue,train,006_007_003
2366,Away,train,013_007_005
2367,Rice,train,044_009_001
2368,Where,train,028_009_003
2369,Mock,train,029_009_002
2370,Food,train,023_009_003
2371,Run,train,061_008_002
2372,Spaghetti,train,048_008_003
2373,Argentina,train,024_008_003
2374,Breakfast,train,031_005_004
2375,Birthday,train,030_008_005
2376,Help,train,056_009_001
2377,Map,train,034_009_003
2378,Man,train,012_001_004
2379,Find,train,064_009_005
2380,Bright,train,005_010_005
2381,Music,train,036_007_002
2382,Yogurt,train,049_010_005
2383,Accept,train,050_005_004
2384,Trap,train,043_003_002
2385,Dance,train,057_001_001
2386,Thanks,train,051_008_002
2387,Enemy,train,010_002_005
2388,Appear,train,053_006_005
2389,Buy,train,059_008_005
2390,To land,train,054_009_005
2391,Yogurt,train,049_008_001
2392,Green,train,003_002_004
2393,Buy,train,059_003_005
2394,Women,train,009_001_005
2395,Where,train,028_010_005
2396,Where,train,028_002_002
2397,Patience,train,040_006_005
2398,Help,train,056_007_004
2399,Food,train,023_008_002
2400,Thanks,train,051_010_002
2401,Map,train,034_010_001
2402,Drawer,train,014_008_005
2403,Dance,train,057_010_004
2404,Argentina,train,024_009_005
2405,Barbecue,train,045_006_003
2406,Sweet milk,train,020_009_001
2407,To land,train,054_008_002
2408,Urugauy,train,025_001_002
2409,Yellow,train,004_005_003
2410,Barbecue,train,045_003_001
2411,Ship,train,037_002_003
2412,Sweet milk,train,020_006_002
2414,Born,train,015_010_005
2415,Last name,train,027_005_003
2416,Help,train,056_008_002
2417,Milk,train,021_010_001
2418,Patience,train,040_004_001
2419,Chewing-gum,train,047_002_005
2420,Bathe,train,058_008_005
2421,Milk,train,021_003_002
2422,Rice,train,044_008_005
2423,Green,train,003_001_004
2424,Bitter,train,019_005_005
2425,Accept,train,050_002_005
2426,Patience,train,040_003_004
2427,Trap,train,043_004_002
2428,Ship,train,037_005_003
2429,Perfume,train,041_007_004
2430,Coin,train,035_008_004
2431,Opaque,train,001_007_005
2432,Water,train,022_003_002
2433,Colors,train,007_006_003
2434,Breakfast,train,031_007_002
2435,To land,train,054_004_002
2436,Patience,train,040_008_001
2437,Skimmer,train,018_005_005
2438,Shut down,train,052_003_004
2439,Copy,train,060_005_001
2440,Give,train,063_001_001
2441,Patience,train,040_004_004
2442,Patience,train,040_002_005
2443,Music,train,036_010_002
2444,Deaf,train,042_004_004
2445,Skimmer,train,018_009_002
2446,Appear,train,053_004_002
2447,Enemy,train,010_005_005
2448,Mock,train,029_005_004
2449,Urugauy,train,025_001_004
2450,Green,train,003_007_004
2451,Copy,train,060_005_003
2452,Light-blue,train,006_010_002
2453,Accept,train,050_009_004
2454,Red2,train,008_007_001
2455,Country,train,026_004_001
2456,Learn,train,016_009_001
2457,Colors,train,007_009_001
2458,Yellow,train,004_004_004
2459,Deaf,train,042_008_002
2460,Colors,train,007_002_001
2461,Food,train,023_009_004
2462,Music,train,036_002_002
2463,Red,train,002_003_004
2464,Skimmer,train,018_008_005
2465,Colors,train,007_004_001
2466,Chewing-gum,train,047_010_005
2467,Catch,train,055_001_001
2468,Green,train,003_008_001
2469,Give,train,063_002_001
2470,Rice,train,044_004_004
2471,Perfume,train,041_010_002
2472,Accept,train,050_006_004
2473,Map,train,034_004_002
2474,Milk,train,021_003_005
2475,Bathe,train,058_004_005
2476,Opaque,train,001_003_003
2477,Where,train,028_009_002
2478,Milk,train,021_001_003
2479,To land,train,054_003_004
2480,Enemy,train,010_009_002
2481,Catch,train,055_007_004
2482,Breakfast,train,031_004_003
2483,Name,train,039_002_002
2484,Birthday,train,030_003_005
2485,Candy,train,046_004_001
2486,Bright,train,005_002_003
2487,Colors,train,007_007_005
2488,Red2,train,008_010_002
2489,Chewing-gum,train,047_002_004
2490,Thanks,train,051_008_001
2491,Thanks,train,051_008_005
2492,Skimmer,train,018_003_003
2493,Urugauy,train,025_004_003
2494,Country,train,026_001_004
2495,Photo,train,032_003_004
2496,Son,train,011_001_005
2497,Trap,train,043_001_003
2498,Map,train,034_001_005
2499,Light-blue,train,006_005_005
2500,Ship,train,037_006_005
2501,Water,train,022_008_004
2502,Map,train,034_002_004
2503,Opaque,train,001_004_002
2504,Deaf,train,042_009_005
2505,Born,train,015_008_001
2506,Colors,train,007_007_001
2507,Ship,train,037_006_003
2508,Patience,train,040_008_002
2509,Give,train,063_003_003
2510,Call,train,017_005_001
2511,Call,train,017_006_005
2512,Enemy,train,010_010_001
2513,Name,train,039_010_005
2514,Bright,train,005_008_002
2515,Man,train,012_006_002
2516,Trap,train,043_006_002
2517,Trap,train,043_001_005
2518,Enemy,train,010_008_004
2519,Bitter,train,019_001_003
2520,Rice,train,044_003_003
2521,Candy,train,046_009_003
2522,Shut down,train,052_008_003
2523,Born,train,015_001_001
2524,Opaque,train,001_001_005
2525,Spaghetti,train,048_008_001
2526,Accept,train,050_003_001
2527,Accept,train,050_003_003
2528,To land,train,054_006_003
2529,Candy,train,046_003_001
2530,Away,train,013_009_002
2531,Thanks,train,051_010_004
2532,Birthday,train,030_007_005
2533,Music,train,036_003_003
2534,Red,train,002_003_002
2535,Yellow,train,004_004_002
2536,Last name,train,027_002_002
2537,Find,train,064_010_003
2538,Perfume,train,041_009_004
2539,Breakfast,train,031_003_005
2540,Patience,train,040_010_001
2541,Son,train,011_007_001
2542,Away,train,013_001_002
2543,Yogurt,train,049_009_003
2544,Mock,train,029_008_004
2545,Find,train,064_007_002
2546,Argentina,train,024_010_005
2547,Red2,train,008_005_003
2548,Sweet milk,train,020_010_004
2549,To land,train,054_001_001
2550,Copy,train,060_007_005
2551,Last name,train,027_009_001
2552,Music,train,036_001_002
2553,Hungry,train,033_010_001
2554,Barbecue,train,045_009_003
2555,Man,train,012_002_004
2556,To land,train,054_004_003
2557,Son,train,011_003_002
2558,Son,train,011_007_002
2559,Call,train,017_003_002
2560,Man,test,012_010_004
2561,Last name,test,027_003_004
2562,Copy,test,060_010_003
2563,Name,test,039_008_003
2564,Find,test,064_003_002
2565,Green,test,003_007_003
2566,Away,test,013_006_003
2567,Catch,test,055_006_004
2568,Thanks,test,051_003_002
2569,Colors,test,007_001_001
2570,Trap,test,043_009_002
2571,Buy,test,059_010_005
2572,Deaf,test,042_005_002
2573,Skimmer,test,018_005_001
2574,Photo,test,032_002_003
2576,Buy,test,059_001_002
2577,To land,test,054_009_002
2578,Bathe,test,058_003_004
2579,Enemy,test,010_008_001
2580,Women,test,009_003_002
2581,Photo,test,032_009_003
2582,Red2,test,008_003_005
2583,Name,test,039_007_005
2584,Help,test,056_002_004
2585,Help,test,056_004_001
2586,Perfume,test,041_008_001
2587,Hungry,test,033_006_002
2588,Deaf,test,042_004_001
2589,Photo,test,032_006_004
2590,To land,test,054_003_001
2591,Photo,test,032_001_003
2592,Drawer,test,014_004_005
2593,Candy,test,046_003_005
2594,To land,test,054_003_002
2595,Skimmer,test,018_007_005
2596,Appear,test,053_001_002
2597,Light-blue,test,006_006_001
2598,Argentina,test,024_009_002
2599,Coin,test,035_007_005
2600,Find,test,064_003_004
2601,Appear,test,053_007_001
2602,Yellow,test,004_003_002
2603,Away,test,013_008_004
2604,Appear,test,053_005_001
2605,Light-blue,test,006_008_001
2606,Bright,test,005_004_005
2607,Buy,test,059_004_004
2608,Bright,test,005_002_002
2609,Milk,test,021_006_001
2610,Last name,test,027_007_005
2611,Deaf,test,042_001_004
2612,Yellow,test,004_005_004
2613,Red2,test,008_007_002
2614,Skimmer,test,018_005_004
2615,Thanks,test,051_008_004
2616,Thanks,test,051_001_005
2617,Chewing-gum,test,047_008_004
2618,Women,test,009_005_004
2619,Birthday,test,030_006_002
2620,Accept,test,050_002_003
2621,Where,test,028_004_002
2622,Where,test,028_003_004
2623,Find,test,064_008_004
2624,Green,test,003_001_002
2625,Red,test,002_003_003
2626,Away,test,013_002_005
2627,Help,test,056_001_001
2628,Catch,test,055_006_001
2630,Away,test,013_005_005
2631,Country,test,026_002_004
2632,Food,test,023_001_002
2633,Buy,test,059_002_003
2634,Barbecue,test,045_004_001
2635,Sweet milk,test,020_002_002
2636,Name,test,039_008_004
2637,Birthday,test,030_008_003
2638,Rice,test,044_009_002
2639,Country,test,026_001_001
2640,Last name,test,027_009_005
2641,Bright,test,005_009_003
2642,Rice,test,044_005_003
2643,Birthday,test,030_005_004
2644,Shut down,test,052_009_002
2645,Realize,test,062_009_002
2646,Trap,test,043_005_001
2647,Thanks,test,051_007_005
2648,Last name,test,027_006_003
2649,Skimmer,test,018_001_004
2650,Chewing-gum,test,047_008_003
2652,Green,test,003_001_003
2653,Shut down,test,052_001_003
2654,Born,test,015_001_002
2655,Candy,test,046_010_005
2656,Trap,test,043_008_004
2657,Breakfast,test,031_005_002
2658,Music,test,036_010_001
2659,Green,test,003_002_005
2660,Food,test,023_002_004
2661,Bathe,test,058_002_003
2662,Away,test,013_004_005
2663,Run,test,061_004_002
2664,Light-blue,test,006_006_003
2665,Learn,test,016_010_001
2666,Barbecue,test,045_008_005
2667,Women,test,009_009_002
2668,Shut down,test,052_010_002
2669,Appear,test,053_008_004
2670,Accept,test,050_003_002
2671,Bathe,test,058_009_001
2672,Colors,test,007_007_003
2673,Away,test,013_003_005
2675,Light-blue,test,006_008_002
2676,Away,test,013_005_003
2677,Appear,test,053_008_003
2678,Breakfast,test,031_008_004
2679,Run,test,061_005_002
2680,Name,test,039_002_004
2681,Green,test,003_006_005
2682,Dance,test,057_001_005
2683,Rice,test,044_001_003
2684,To land,test,054_005_001
2685,Spaghetti,test,048_006_001
2686,Green,test,003_006_001
2687,Ship,test,037_004_005
2688,Birthday,test,030_010_004
2689,Argentina,test,024_001_001
2690,Argentina,test,024_006_003
2691,Coin,test,035_005_003
2692,Yellow,test,004_002_004
2693,Women,test,009_006_003
2694,Map,test,034_010_003
2695,Help,test,056_007_003
2696,Find,test,064_008_005
2697,Candy,test,046_001_003
2698,Help,test,056_008_004
2699,Patience,test,040_007_003
2700,Patience,test,040_002_001
2701,Breakfast,test,031_006_005
2702,Hungry,test,033_001_004
2703,Buy,test,059_009_001
2704,Thanks,test,051_001_004
2705,Find,test,064_006_001
2706,Learn,test,016_006_002
2707,Yellow,test,004_006_005
2708,Copy,test,060_008_001
2709,Perfume,test,041_009_003
2710,Map,test,034_001_004
2711,Name,test,039_005_002
2712,Bitter,test,019_002_005
2713,Learn,test,016_010_002
2714,Bitter,test,019_005_002
2715,Bathe,test,058_005_002
2716,Catch,test,055_002_004
2717,Call,test,017_002_003
2718,Barbecue,test,045_004_002
2719,Away,test,013_010_003
2720,Catch,test,055_001_002
2721,Run,test,061_001_004
2722,To land,test,054_010_003
2723,Enemy,test,010_005_002
2724,Appear,test,053_006_001
2725,Buy,test,059_008_004
2726,Hungry,test,033_002_005
2727,Red2,test,008_003_001
2728,Country,test,026_007_005
2729,Candy,test,046_008_003
2730,Water,test,022_005_005
2731,Dance,test,057_009_003
2732,Yellow,test,004_004_003
2733,Coin,test,035_009_002
2734,Drawer,test,014_001_002
2735,Breakfast,test,031_001_003
2736,Perfume,test,041_007_005
2737,Mock,test,029_005_002
2738,Yellow,test,004_006_001
2739,Red,test,002_005_004
2740,Bitter,test,019_010_004
2741,Give,test,063_001_003
2742,Yogurt,test,049_005_003
2743,Candy,test,046_006_003
2744,Photo,test,032_008_002
2745,Learn,test,016_008_001
2746,Bathe,test,058_007_004
2747,Appear,test,053_007_002
2748,Red2,test,008_005_002
2749,Mock,test,029_010_002
2750,Man,test,012_009_005
2751,Appear,test,053_001_001
2752,Last name,test,027_005_001
2753,Milk,test,021_002_001
2754,Opaque,test,001_001_001
2755,Mock,test,029_007_001
2756,Perfume,test,041_003_005
2757,Realize,test,062_004_004
2758,Ship,test,037_008_001
2759,Perfume,test,041_002_001
2760,Milk,test,021_010_004
2761,Deaf,test,042_005_001
2762,Realize,test,062_005_005
2763,Yellow,test,004_001_003
2764,Women,test,009_008_002
2765,Bright,test,005_007_003
2766,Women,test,009_009_005
2767,Copy,test,060_010_004
2768,Call,test,017_002_002
2769,Hungry,test,033_007_005
2770,Music,test,036_009_002
2771,Dance,test,057_009_001
2772,Skimmer,test,018_008_003
2773,Learn,test,016_002_003
2774,Mock,test,029_005_003
2775,Rice,test,044_007_005
2776,Sweet milk,test,020_004_005
2777,Call,test,017_002_001
2778,Argentina,test,024_004_003
2779,Barbecue,test,045_003_002
2780,Chewing-gum,test,047_009_005
2781,Colors,test,007_005_001
2782,Thanks,test,051_004_003
2783,Dance,test,057_002_004
2784,Yellow,test,004_006_003
2785,Bathe,test,058_005_004
2787,Trap,test,043_004_005
2788,Copy,test,060_009_004
2789,Rice,test,044_004_003
2790,Drawer,test,014_005_001
2791,Music,test,036_008_005
2792,Dance,test,057_005_005
2793,Photo,test,032_001_002
2794,Perfume,test,041_001_003
2795,Realize,test,062_009_004
2796,Find,test,064_007_003
2797,Yogurt,test,049_007_005
2798,Candy,test,046_002_003
2799,Call,test,017_005_004
2801,To land,test,054_001_004
2802,Green,test,003_003_004
2803,Bright,test,005_009_002
2804,Chewing-gum,test,047_009_004
2805,Trap,test,043_010_001
2806,Run,test,061_001_003
2807,Water,test,022_005_002
2808,Chewing-gum,test,047_007_001
2809,Born,test,015_009_001
2810,Yogurt,test,049_002_005
2811,Accept,test,050_006_002
2812,Opaque,test,001_004_003
2813,Shut down,test,052_007_002
2814,Milk,test,021_009_003
2815,Bathe,test,058_007_003
2816,Help,test,056_004_003
2817,Country,test,026_010_004
2818,Find,test,064_003_005
2819,Appear,test,053_010_001
2820,Run,test,061_005_001
2821,Copy,test,060_006_001
2822,Colors,test,007_001_003
2823,Music,test,036_009_001
2824,Colors,test,007_001_002
2825,Realize,test,062_002_003
2826,Give,test,063_003_005
2827,Son,test,011_008_001
2828,Chewing-gum,test,047_006_005
2829,Rice,test,044_002_005
2830,Red,test,002_001_002
2831,Buy,test,059_008_002
2832,Call,test,017_004_003
2833,To land,test,054_008_004
2834,Light-blue,test,006_001_004
2835,Urugauy,test,025_003_004
2836,Call,test,017_001_001
2837,Ship,test,037_010_004
2838,Spaghetti,test,048_007_001
2839,Rice,test,044_003_005
2841,Copy,test,060_010_002
2842,Food,test,023_006_004
2843,Thanks,test,051_006_002
2844,Opaque,test,001_006_004
2846,Food,test,023_009_001
2847,Appear,test,053_006_002
2848,Bright,test,005_005_001
2849,Coin,test,035_009_003
2850,Help,test,056_007_002
2851,Catch,test,055_003_005
2852,Bright,test,005_006_003
2853,Learn,test,016_003_001
2854,Catch,test,055_004_004
2855,Photo,test,032_005_002
2856,Birthday,test,030_004_005
2857,Urugauy,test,025_006_001
2858,Bitter,test,019_008_003
2859,Catch,test,055_008_002
2860,Rice,test,044_004_001
2861,Hungry,test,033_010_004
